영화대표코드,제목,개봉일,해당일자 상영작 대비 해당영화 매출비율,누적 매출액,누적 관객수,상영시작일,상영종료일,상영연도,상영월,지역
20164421,어쌔신 크리드,2017-01-11,0.9,755181621,89207,2017-01-16,2017-01-22,2017,1,서울시
20167902,보통사람,2017-03-23,2.4,709275523,88395,2017-03-27,2017-04-02,2017,"3, 4",서울시
20210364,탄생,2022-11-30,0.5,782017211,86905,2022-12-19,2022-12-25,2022,12,서울시
20190002,롱 샷,2019-07-24,1.3,766618477,86317,2019-07-29,2019-08-04,2019,"7, 8",서울시
20212668,도그데이즈,2024-02-07,4.3,866069822,86272,2024-02-12,2024-02-18,2024,2,서울시
20184865,고질라: 킹 오브 몬스터,2019-05-29,0.8,842618448,85676,2019-06-03,2019-06-09,2019,6,서울시
20232778,인시디어스: 빨간 문,2023-07-19,1.0,894901133,85550,2023-07-31,2023-08-06,2023,"7, 8",서울시
20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,0.8,665110300,85146,2017-01-30,2017-02-05,2017,"1, 2",서울시
20230495,아임 히어로 더 파이널,2023-03-01,3.4,2066048000,84794,2023-03-27,2023-04-02,2023,"3, 4",서울시
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,1.4,645774100,84362,2018-07-30,2018-08-05,2018,"7, 8",서울시
20233014,타겟,2023-08-30,5.7,810388773,84242,2023-09-04,2023-09-10,2023,9,서울시
20235596,트롤: 밴드 투게더,2023-12-20,1.7,804057951,84174,2024-01-01,2024-01-07,2024,1,서울시
20177104,페르디난드,2018-01-03,1.6,638527600,84154,2018-01-08,2018-01-14,2018,1,서울시
20186121,어느 가족,2018-07-26,0.8,722345100,84001,2018-08-13,2018-08-19,2018,8,서울시
20200294,런,2020-11-20,1.8,778967080,83892,2020-12-21,2020-12-27,2020,12,서울시
20185406,헬보이,2019-04-10,6.2,742701531,83804,2019-04-15,2019-04-21,2019,4,서울시
20166101,존 윅 - 리로드,2017-02-22,2.1,692477400,83739,2017-02-27,2017-03-05,2017,"2, 3",서울시
20193821,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,1.1,678051960,83005,2019-09-16,2019-09-22,2019,9,서울시
20170513,동네사람들,2018-11-07,1.1,708073112,81905,2018-11-12,2018-11-18,2018,11,서울시
20197654,소울메이트,2023-03-15,1.1,810431037,81634,2023-04-03,2023-04-09,2023,4,서울시
20231415,소풍,2024-02-07,0.4,726006282,81256,2024-02-26,2024-03-03,2024,"2, 3",서울시
20187427,명탐정 코난 : 제로의 집행인,2018-08-08,1.2,643740900,81191,2018-08-13,2018-08-19,2018,8,서울시
20184888,메리 포핀스 리턴즈,2019-02-14,3.0,692468670,81185,2019-02-18,2019-02-24,2019,2,서울시
20193706,카운트,2023-02-22,1.0,777844825,81121,2023-03-06,2023-03-12,2023,3,서울시
20184721,시카리오: 데이 오브 솔다도,2018-06-27,0.8,700400100,80955,2018-07-09,2018-07-15,2018,7,서울시
20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01,0.8,790062960,80800,2022-06-13,2022-06-19,2022,6,서울시
20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,1.5,658552830,80623,2019-02-04,2019-02-10,2019,2,서울시
20234281,더 넌 2,2023-09-27,3.0,857534938,80430,2023-10-09,2023-10-15,2023,10,서울시
20227374,바빌론,2023-02-01,2.2,823670893,80136,2023-02-13,2023-02-19,2023,2,서울시
20187981,배심원들,2019-05-15,2.1,671196400,80099,2019-05-20,2019-05-26,2019,5,서울시
20178230,커뮤터,2018-01-24,1.7,647269855,79746,2018-01-29,2018-02-04,2018,"1, 2",서울시
20183050,번 더 스테이지: 더 무비,2018-11-15,1.7,709893100,79628,2018-11-19,2018-11-25,2018,11,서울시
20204644,밤쉘: 세상을 바꾼 폭탄선언,2020-07-08,0.4,687140220,79603,2020-08-24,2020-08-30,2020,8,서울시
20205443,나일 강의 죽음,2022-02-09,3.7,791361980,79503,2022-02-21,2022-02-27,2022,2,서울시
20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,2.4,824287020,79362,2024-04-01,2024-04-07,2024,4,서울시
20224270,배드 가이즈,2022-05-04,0.3,790042230,79312,2022-05-23,2022-05-29,2022,5,서울시
20200263,라야와 마지막 드래곤,2021-03-04,2.2,776398160,79225,2021-03-22,2021-03-28,2021,3,서울시
20204008,그린랜드,2020-09-29,0.9,679646010,79147,2020-11-23,2020-11-29,2020,11,서울시
20226957,아바타 리마스터링,2022-09-21,5.2,1472193500,79121,2022-10-03,2022-10-09,2022,10,서울시
20233879,크리에이터,2023-10-03,5.5,876847327,77296,2023-10-09,2023-10-15,2023,10,서울시
20194501,내일의 기억,2021-04-21,3.2,686845710,77181,2021-05-10,2021-05-16,2021,5,서울시
20211177,하우스 오브 구찌,2022-01-12,2.1,764087780,76921,2022-02-07,2022-02-13,2022,2,서울시
20199541,미션 파서블,2021-02-17,1.1,701406100,76428,2021-03-08,2021-03-14,2021,3,서울시
20178672,패딩턴 2,2018-02-08,1.6,608108100,76231,2018-02-19,2018-02-25,2018,2,서울시
20197278,라스트 크리스마스,2019-12-05,0.5,648552760,76197,2019-12-16,2019-12-22,2019,12,서울시
20198676,타오르는 여인의 초상,2020-01-16,1.0,663819608,76153,2020-02-10,2020-02-16,2020,2,서울시
20181103,벌새,2019-08-29,0.5,650308985,76130,2019-10-07,2019-10-13,2019,10,서울시
20181905,후드,2018-11-28,1.1,608137749,75775,2018-12-03,2018-12-09,2018,12,서울시
20161665,스머프: 비밀의 숲,2017-04-28,2.5,574523000,75476,2017-05-01,2017-05-07,2017,5,서울시
20236732,가여운 것들,2024-03-06,1.3,762811317,75030,2024-03-25,2024-03-31,2024,3,서울시
20183801,트루스 오어 데어,2018-05-22,0.4,667811400,74873,2018-06-04,2018-06-10,2018,6,서울시
20235613,스턴트맨,2024-05-01,3.6,807375602,74842,2024-05-06,2024-05-12,2024,5,서울시
20173226,패왕별희 디 오리지널,2017-03-30,0.8,729170882,74752,2024-03-25,2024-03-31,2024,3,서울시
20179187,공범자들,2017-08-17,2.1,603663900,73739,2017-08-28,2017-09-03,2017,"8, 9",서울시
20180789,한 솔로: 스타워즈 스토리,2018-05-24,4.2,730009078,73732,2018-05-28,2018-06-03,2018,"5, 6",서울시
20211281,매트릭스: 리저렉션,2021-12-22,0.7,764368330,72607,2022-01-03,2022-01-09,2022,1,서울시
20249305,가필드 더 무비,2024-05-15,1.1,662987531,71986,2024-06-03,2024-06-09,2024,6,서울시
20187647,나를 차버린 스파이,2018-08-22,2.4,646225700,71737,2018-08-27,2018-09-02,2018,"8, 9",서울시
20178825,모털 엔진,2018-12-05,1.5,652149369,70562,2018-12-10,2018-12-16,2018,12,서울시
20234044,베니스 유령 살인사건,2023-09-13,1.0,702662622,70307,2023-09-25,2023-10-01,2023,"9, 10",서울시
20200154,킬링 로맨스,2023-04-14,0.9,679508369,69745,2023-05-01,2023-05-07,2023,5,서울시
20176082,몬스터 패밀리,2017-12-21,0.4,540408900,69031,2018-01-01,2018-01-07,2018,1,서울시
20232894,플라워 킬링 문,2023-10-19,1.4,658365641,68588,2023-11-06,2023-11-12,2023,11,서울시
20235098,나폴레옹,2023-12-06,3.2,727811755,68543,2023-12-11,2023-12-17,2023,12,서울시
20183084,피터 래빗,2018-05-16,1.3,546023800,67609,2018-05-28,2018-06-03,2018,"5, 6",서울시
20167901,어느날,2017-04-05,2.4,548648582,66971,2017-04-10,2017-04-16,2017,4,서울시
20171021,커런트 워,2019-08-22,2.6,585613200,65715,2019-08-26,2019-09-01,2019,"8, 9",서울시
20181171,바울,2018-10-31,0.8,527960650,64649,2018-11-26,2018-12-02,2018,"11, 12",서울시
20170321,목소리의 형태,2017-05-09,1.6,527272814,64304,2017-05-15,2017-05-21,2017,5,서울시
20216673,더 박스,2021-03-24,4.1,497446810,64116,2021-04-05,2021-04-11,2021,4,서울시
20197279,아담스 패밀리,2019-11-07,2.6,536345600,63533,2019-11-11,2019-11-17,2019,11,서울시
20193666,오! 문희,2020-09-02,4.1,513532720,63459,2020-09-21,2020-09-27,2020,9,서울시
20154907,희생부활자,2017-10-12,1.4,517249935,63421,2017-10-16,2017-10-22,2017,10,서울시
20182403,크레이지 리치 아시안,2018-10-25,1.8,560968591,63289,2018-10-29,2018-11-04,2018,"10, 11",서울시
20178395,12 솔져스,2018-01-31,3.6,543856600,63289,2018-02-05,2018-02-11,2018,2,서울시
20217651,캐시트럭,2021-06-09,3.8,613818350,63157,2021-06-14,2021-06-20,2021,6,서울시
20235926,퍼펙트 데이즈,2024-07-03,1.5,612810258,63091,2024-08-05,2024-08-11,2024,8,서울시
20249733,사랑의 하츄핑,2024-08-07,6.7,608165656,63018,2024-08-05,2024-08-11,2024,8,서울시
20161681,미옥,2017-11-09,1.2,514249964,62806,2017-11-13,2017-11-19,2017,11,서울시
20172244,치즈인더트랩,2018-03-14,2.3,538669700,62754,2018-03-19,2018-03-25,2018,3,서울시
20207893,프리즌 이스케이프,2020-05-06,1.4,548772120,62673,2020-06-08,2020-06-14,2020,6,서울시
20234797,헝거게임: 노래하는 새와 뱀의 발라드,2023-11-15,0.7,648311601,62627,2023-11-27,2023-12-03,2023,"11, 12",서울시
20180542,50가지 그림자: 해방,2018-02-21,2.5,544053700,62609,2018-02-26,2018-03-04,2018,"2, 3",서울시
20212618,수퍼 소닉2,2022-04-06,0.2,548207380,62527,2022-05-02,2022-05-08,2022,5,서울시
20185353,기방도령,2019-07-10,0.8,518757000,62069,2019-07-15,2019-07-21,2019,7,서울시
20218349,정글 크루즈,2021-07-28,0.5,590680920,61126,2021-08-09,2021-08-15,2021,8,서울시
20198104,바이스,2019-04-11,0.3,515067784,60202,2019-04-22,2019-04-28,2019,4,서울시
20235583,인투 더 월드,2024-01-10,3.2,573252289,59881,2024-01-22,2024-01-28,2024,1,서울시
20184896,가버나움,2019-01-24,1.2,516968476,59737,2019-02-11,2019-02-17,2019,2,서울시
20210544,웅남이,2023-03-22,1.2,535639123,59491,2023-04-03,2023-04-09,2023,4,서울시
20179491,아토믹 블론드,2017-08-30,1.7,466204058,59397,2017-09-04,2017-09-10,2017,9,서울시
20197846,악질경찰,2019-03-20,1.5,522373778,59325,2019-03-25,2019-03-31,2019,3,서울시
20193822,뮬란,2020-09-17,10.1,544308670,59273,2020-09-21,2020-09-27,2020,9,서울시
20161141,50가지 그림자: 심연,2017-02-09,2.4,511137900,59178,2017-02-13,2017-02-19,2017,2,서울시
20171817,넛잡 2,2017-10-03,1.5,464314600,59152,2017-10-09,2017-10-15,2017,10,서울시
20227626,화란,2023-10-11,5.7,578266587,58357,2023-10-16,2023-10-22,2023,10,서울시
20217807,해피 뉴 이어,2021-12-29,2.3,561014590,58355,2022-01-03,2022-01-09,2022,1,서울시
20234789,패스트 라이브즈,2024-03-06,1.2,551614540,58045,2024-03-25,2024-03-31,2024,3,서울시
20225190,뽀로로 극장판 드래곤캐슬 대모험,2022-07-28,0.6,568534236,57945,2022-08-08,2022-08-14,2022,8,서울시
20150966,사랑하기 때문에,2017-01-04,3.8,471502540,56900,2017-01-02,2017-01-08,2017,1,서울시
20190582,내가 죽던 날,2020-11-12,2.7,532694290,56756,2020-11-23,2020-11-29,2020,11,서울시
20181404,벽 속에 숨은 마법시계,2018-10-31,1.0,454235850,56499,2018-11-05,2018-11-11,2018,11,서울시
20196284,윤희에게,2019-11-14,0.8,456566580,56401,2019-12-02,2019-12-08,2019,12,서울시
20189861,더 포스트,2018-02-28,2.5,456464200,56370,2018-03-05,2018-03-11,2018,3,서울시
20175407,우상,2019-03-20,1.2,497604438,55672,2019-03-25,2019-03-31,2019,3,서울시
20228640,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,0.5,549789008,55567,2023-01-02,2023-01-08,2023,1,서울시
20234666,톡 투 미,2023-11-01,2.4,530966257,55504,2023-11-13,2023-11-19,2023,11,서울시
20215843,카오스 워킹,2021-02-24,0.8,412360820,55147,2021-03-15,2021-03-21,2021,3,서울시
20233038,리볼버,2024-08-07,8.0,554451443,55025,2024-08-05,2024-08-11,2024,8,서울시
20178449,쓰리 빌보드,2018-03-15,0.8,454621700,54813,2018-03-26,2018-04-01,2018,"3, 4",서울시
20210140,젠틀맨,2022-12-28,1.1,530382881,54644,2023-01-02,2023-01-08,2023,1,서울시
20184801,유전,2018-06-07,1.4,499295125,54193,2018-06-18,2018-06-24,2018,6,서울시
20173693,어쌔신: 더 비기닝,2017-12-07,1.1,431015600,54185,2017-12-11,2017-12-17,2017,12,서울시
20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,1.1,428322600,54172,2017-01-09,2017-01-15,2017,1,서울시
20210600,프렌치 디스패치,2021-11-18,0.3,588352240,54159,2021-12-20,2021-12-26,2021,12,서울시
20230340,에브리씽 에브리웨어 올 앳 원스+,2023-03-01,1.7,559880800,53823,2023-03-27,2023-04-02,2023,"3, 4",서울시
20234730,추락의 해부,2024-01-31,0.3,538113153,53456,2024-03-04,2024-03-10,2024,3,서울시
20181561,덕구,2018-04-05,1.2,415203800,53076,2018-04-16,2018-04-22,2018,4,서울시
20197721,엔젤 해즈 폴른,2019-11-13,0.9,454818262,52796,2019-11-18,2019-11-24,2019,11,서울시
20211477,데드맨,2024-02-07,1.6,518485233,52584,2024-02-12,2024-02-18,2024,2,서울시
20197390,조조 래빗,2020-02-05,1.4,461298020,52510,2020-02-24,2020-03-01,2020,"2, 3",서울시
20183785,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,2.6,429226800,52374,2018-12-24,2018-12-30,2018,12,서울시
20174169,기묘한 가족,2019-02-13,4.1,423230465,51685,2019-02-11,2019-02-17,2019,2,서울시
20224517,용감한 시민,2023-10-25,2.8,478769605,51156,2023-10-30,2023-11-05,2023,"10, 11",서울시
20183454,요로나의 저주,2019-04-17,0.5,463934871,50890,2019-04-22,2019-04-28,2019,4,서울시
20234581,아가일,2024-02-07,2.4,555098289,50849,2024-02-12,2024-02-18,2024,2,서울시
20223676,문폴,2022-03-16,8.0,550109850,50527,2022-03-21,2022-03-27,2022,3,서울시
20227304,오펀: 천사의 탄생,2022-10-12,1.9,499060819,50243,2022-10-24,2022-10-30,2022,10,서울시
20173547,다운사이징,2018-01-11,0.6,422739504,50228,2018-01-15,2018-01-21,2018,1,서울시
20189362,업그레이드,2018-09-06,3.4,472981300,50172,2018-09-10,2018-09-16,2018,9,서울시
20225448,불릿 트레인,2022-08-24,2.5,580610091,50164,2022-08-29,2022-09-04,2022,"8, 9",서울시
20178641,빅풋 주니어,2017-08-09,1.1,378360700,50153,2017-08-14,2017-08-20,2017,8,서울시
20201002,조제,2020-12-10,4.1,455372450,50067,2021-01-04,2021-01-10,2021,1,서울시
20193082,웨스트 사이드 스토리,2022-01-12,1.1,531700010,49737,2022-01-31,2022-02-06,2022,"1, 2",서울시
20203286,강릉,2021-11-10,4.3,522963210,49561,2021-11-15,2021-11-21,2021,11,서울시
20247673,오멘: 저주의 시작,2024-04-03,3.5,512852691,49162,2024-04-15,2024-04-21,2024,4,서울시
20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,0.9,394366800,49121,2017-10-23,2017-10-29,2017,10,서울시
20202585,크루즈 패밀리: 뉴 에이지,2021-05-05,0.8,439164620,47770,2021-05-17,2021-05-23,2021,5,서울시
20180302,허리케인 하이스트,2018-03-14,1.4,394656048,47695,2018-03-19,2018-03-25,2018,3,서울시
20249318,챌린저스,2024-04-24,0.8,475389805,47425,2024-05-20,2024-05-26,2024,5,서울시
20218348,이스케이프 룸 2: 노 웨이 아웃,2021-07-14,1.5,475992680,47395,2021-07-26,2021-08-01,2021,"7, 8",서울시
20224965,DC 리그 오브 슈퍼-펫,2022-08-10,2.0,452512711,47371,2022-08-15,2022-08-21,2022,8,서울시
20182561,당갈,2018-04-25,0.6,399864600,47194,2018-05-14,2018-05-20,2018,5,서울시
20229205,메간,2023-01-25,3.4,486415087,47006,2023-01-30,2023-02-05,2023,"1, 2",서울시
20183915,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,4.7,376241430,46787,2019-01-07,2019-01-13,2019,1,서울시
20179731,나미야 잡화점의 기적,2018-02-28,4.0,365696885,46239,2018-02-26,2018-03-04,2018,"2, 3",서울시
20227445,원피스 필름 레드,2022-11-30,0.5,524480013,46238,2022-12-12,2022-12-18,2022,12,서울시
20182585,비스트,2019-06-26,0.3,380893580,46187,2019-07-01,2019-07-07,2019,7,서울시
20233178,블루 자이언트,2023-10-18,1.8,459292580,45975,2023-11-06,2023-11-12,2023,11,서울시
20239691,방탄소년단: 옛 투 컴 인 시네마,2023-02-01,5.8,1010422000,45936,2023-02-06,2023-02-12,2023,2,서울시
20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,0.4,348368900,45122,2017-07-31,2017-08-06,2017,"7, 8",서울시
20199448,어린 의뢰인,2019-05-22,0.5,385463940,44799,2019-05-27,2019-06-02,2019,"5, 6",서울시
20195743,신데렐라:마법 반지의 비밀,2019-02-20,1.9,346695040,44756,2019-02-25,2019-03-03,2019,"2, 3",서울시
20188581,더 프레데터,2018-09-12,0.6,410477214,44520,2018-09-17,2018-09-23,2018,9,서울시
20167362,더 큐어,2017-02-15,4.6,384533200,44356,2017-02-13,2017-02-19,2017,2,서울시
20186324,언더독,2019-01-16,1.0,367101220,44281,2019-01-21,2019-01-27,2019,1,서울시
20170964,딥,2017-10-03,0.8,356276500,43841,2017-10-09,2017-10-15,2017,10,서울시
20215046,노매드랜드,2021-04-15,0.9,414356640,43643,2021-05-17,2021-05-23,2021,5,서울시
20249416,청춘 18X2 너에게로 이어지는 길,2024-05-22,2.0,443479048,43259,2024-05-27,2024-06-02,2024,"5, 6",서울시
20204791,다크 워터스 ,2020-03-11,2.3,380725560,42935,2020-03-30,2020-04-05,2020,"3, 4",서울시
20198291,로켓맨,2019-06-05,1.1,379658423,42822,2019-06-10,2019-06-16,2019,6,서울시
20231010,에어,2023-04-05,2.2,424299456,42660,2023-04-10,2023-04-16,2023,4,서울시
20196669,앵커,2022-04-20,4.4,427912480,42577,2022-04-25,2022-05-01,2022,"4, 5",서울시
20176442,자전차왕 엄복동,2019-02-27,0.3,331615810,42576,2019-03-04,2019-03-10,2019,3,서울시
20193859,사라진 시간,2020-06-18,2.2,380802020,42318,2020-06-22,2020-06-28,2020,6,서울시
20198421,좀비랜드: 더블 탭,2019-11-13,0.7,377691850,42292,2019-11-18,2019-11-24,2019,11,서울시
20185361,두번할까요,2019-10-17,0.9,356860520,41915,2019-10-21,2019-10-27,2019,10,서울시
20212783,로스트 시티,2022-04-20,0.3,358122500,41462,2022-06-20,2022-06-26,2022,6,서울시
20190273,천로역정: 천국을 찾아서,2019-06-13,0.3,332381050,41450,2019-07-01,2019-07-07,2019,7,서울시
20216492,노바디,2021-04-07,3.2,393484750,41443,2021-04-19,2021-04-25,2021,4,서울시
20227684,멍뭉이,2023-03-01,1.8,405853686,41144,2023-03-06,2023-03-12,2023,3,서울시
20216710,명탐정 코난: 비색의 탄환,2021-04-16,4.2,400873250,41064,2021-04-26,2021-05-02,2021,"4, 5",서울시
20225865,옥수역귀신,2023-04-19,1.3,439831300,41055,2023-05-01,2023-05-07,2023,5,서울시
20167922,핵소 고지,2017-02-22,3.4,323322200,41038,2017-02-20,2017-02-26,2017,2,서울시
20234673,뽀로로 극장판 슈퍼스타 대모험,2023-12-13,0.9,387520475,40748,2023-12-25,2023-12-31,2023,12,서울시
20194384,안나,2019-08-28,2.4,343797550,40621,2019-09-02,2019-09-08,2019,9,서울시
20190323,새해전야,2021-02-10,4.3,377140550,40613,2021-02-15,2021-02-21,2021,2,서울시
20249317,악마와의 토크쇼,2024-05-08,1.3,396052700,40525,2024-05-20,2024-05-26,2024,5,서울시
20168161,1급기밀,2018-01-24,3.3,331193900,39974,2018-01-22,2018-01-28,2018,1,서울시
20230767,파벨만스,2023-03-22,0.9,407071180,39629,2023-04-10,2023-04-16,2023,4,서울시
20178424,레이디 버드,2018-04-04,1.9,324534500,39472,2018-04-09,2018-04-15,2018,4,서울시
20225729,스마일,2022-10-06,1.4,403219300,38772,2022-10-24,2022-10-30,2022,10,서울시
20078561,명탐정 코난:감벽의 관,2018-02-14,1.1,294104700,38456,2018-02-19,2018-02-25,2018,2,서울시
20208508,미스터트롯: 더 무비,2020-10-22,1.1,332949500,38437,2020-11-02,2020-11-08,2020,11,서울시
20188042,독전: 익스텐디드 컷,2018-07-18,0.4,233416200,37463,2018-07-23,2018-07-29,2018,7,서울시
20204107,주디,2020-03-25,3.9,314759200,37326,2020-04-13,2020-04-19,2020,4,서울시
20204684,브레이크 더 사일런스: 더 무비,2020-09-24,2.5,342012500,37315,2020-10-05,2020-10-11,2020,10,서울시
20182082,부탁 하나만 들어줘,2018-12-12,3.6,329382088,37295,2018-12-10,2018-12-16,2018,12,서울시
20198403,파이브 피트,2019-04-10,2.8,330352250,37063,2019-04-15,2019-04-21,2019,4,서울시
20225175,엘비스,2022-07-13,0.6,411518210,36969,2022-07-25,2022-07-31,2022,7,서울시
20173945,인비저블 게스트,2017-09-21,1.5,303667200,36862,2017-09-25,2017-10-01,2017,"9, 10",서울시
20210541,스펜서,2022-03-16,2.6,358897060,36637,2022-03-28,2022-04-03,2022,"3, 4",서울시
20231437,문재인입니다,2023-05-10,1.8,353184214,36512,2023-05-15,2023-05-21,2023,5,서울시
20192725,명탐정 코난: 감청의 권,2019-07-24,3.0,306060907,36361,2019-07-22,2019-07-28,2019,7,서울시
20180282,속닥속닥,2018-07-13,0.7,337222900,36342,2018-07-16,2018-07-22,2018,7,서울시
